DateTime,EventId,EventType,Message,RecordId
2025-08-12 22:50:10,42,System entering sleep,The system is entering sleep.  Sleep Reason: Application API,71321
2025-08-13 07:00:46,7001,User logon notification,User Logon Notification for Customer Experience Improvement Program,71338
2025-08-13 11:59:59,6013,System uptime report,The system uptime is 397155 seconds.,71415
2025-08-13 12:00:00,6013,System uptime report,The system uptime is 397156 seconds.,71416
2025-08-13 15:34:03,7002,User logoff notification,User Logoff Notification for Customer Experience Improvement Program,71473
2025-08-13 15:34:13,6006,System shutdown (Event Log service stopped),The Event log service was stopped.,71474
2025-08-13 15:34:42,6005,System startup (Event Log service started),The Event log service was started.,71486
2025-08-13 15:34:42,6013,System uptime report,The system uptime is 11 seconds.,71487
2025-08-13 15:35:08,7001,User logon notification,User Logon Notification for Customer Experience Improvement Program,71657
2025-08-13 17:20:15,1074,System shutdown/restart initiated,The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:,71741
2025-08-14 09:49:07,41,System rebooted without cleanly shutting down,"The system has rebooted without cleanly shutting down first. This error could be caused if the system stopped responding, crashed, or lost power unexpectedly.",71886
2025-08-14 09:49:17,6008,Unexpected shutdown (previous shutdown was unexpected),The previous system shutdown at 11:34:41 PM on ‎8/‎13/‎2025 was unexpected.,71862
2025-08-14 09:49:17,6005,System startup (Event Log service started),The Event log service was started.,71871
2025-08-14 09:49:17,6013,System uptime report,The system uptime is 11 seconds.,71872
2025-08-14 09:49:37,7001,User logon notification,User Logon Notification for Customer Experience Improvement Program,72017
2025-08-14 12:00:00,6013,System uptime report,The system uptime is 7854 seconds.,72109
2025-08-14 23:00:15,1074,System shutdown/restart initiated,The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:,72179
2025-08-14 23:00:49,1074,System shutdown/restart initiated,The process C:\WINDOWS\system32\winlogon.exe (AIGENT-4090) has initiated the power off of computer AIGENT-4090 on behalf of user NT AUTHORITY\SYSTEM for the following reason: No title for this reason could be found  Reason Code: 0x500ff  Shutdown Type: power off  Comment:,72233
2025-08-14 23:00:49,7002,User logoff notification,User Logoff Notification for Customer Experience Improvement Program,72234
2025-08-14 23:00:51,42,System entering sleep,The system is entering sleep.  Sleep Reason: Application API,72237
2025-08-15 07:18:43,7001,User logon notification,User Logon Notification for Customer Experience Improvement Program,72256
2025-08-15 12:00:00,6013,System uptime report,The system uptime is 94256 seconds.,72358
2025-08-15 15:45:45,1074,System shutdown/restart initiated,The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:,72391
2025-08-15 19:49:01,1074,System shutdown/restart initiated,The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:,72441
2025-08-15 19:49:02,7002,User logoff notification,User Logoff Notification for Customer Experience Improvement Program,72443
2025-08-15 19:49:04,42,System entering sleep,The system is entering sleep.  Sleep Reason: Application API,72448
2025-08-16 16:43:45,6013,System uptime report,The system uptime is 197681 seconds.,72453
2025-08-16 16:43:55,7001,User logon notification,User Logon Notification for Customer Experience Improvement Program,72477
2025-08-16 18:09:46,1074,System shutdown/restart initiated,The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:,72553
2025-08-16 18:09:53,7002,User logoff notification,User Logoff Notification for Customer Experience Improvement Program,72576
2025-08-16 18:09:54,42,System entering sleep,The system is entering sleep.  Sleep Reason: Application API,72579
2025-08-16 22:40:32,7001,User logon notification,User Logon Notification for Customer Experience Improvement Program,72608
2025-08-16 22:48:18,1074,System shutdown/restart initiated,The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:,72661
2025-08-16 22:48:19,7002,User logoff notification,User Logoff Notification for Customer Experience Improvement Program,72681
2025-08-16 22:48:21,42,System entering sleep,The system is entering sleep.  Sleep Reason: Application API,72684
2025-08-17 09:33:39,7001,User logon notification,User Logon Notification for Customer Experience Improvement Program,72708
2025-08-17 11:59:59,6013,System uptime report,The system uptime is 267057 seconds.,72756
2025-08-17 12:00:00,6013,System uptime report,The system uptime is 267058 seconds.,72757
2025-08-17 14:11:02,1074,System shutdown/restart initiated,The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:,72768
2025-08-17 14:11:04,7002,User logoff notification,User Logoff Notification for Customer Experience Improvement Program,72789
2025-08-17 14:11:06,42,System entering sleep,The system is entering sleep.  Sleep Reason: Application API,72794
2025-08-18 07:47:21,7001,User logon notification,User Logon Notification for Customer Experience Improvement Program,72844
2025-08-18 12:00:00,6013,System uptime report,The system uptime is 353460 seconds.,72930
2025-08-18 19:58:07,1074,System shutdown/restart initiated,The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:,72972
2025-08-18 19:58:09,7002,User logoff notification,User Logoff Notification for Customer Experience Improvement Program,72992
2025-08-18 19:58:10,42,System entering sleep,The system is entering sleep.  Sleep Reason: Application API,72997
2025-08-18 21:31:36,7001,User logon notification,User Logon Notification for Customer Experience Improvement Program,73023
2025-08-18 23:09:01,1074,System shutdown/restart initiated,The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:,73124
2025-08-18 23:09:07,7002,User logoff notification,User Logoff Notification for Customer Experience Improvement Program,73146
2025-08-18 23:09:09,42,System entering sleep,The system is entering sleep.  Sleep Reason: Application API,73149
2025-08-20 20:31:52,6013,System uptime report,The system uptime is 556971 seconds.,73156
2025-08-20 20:33:06,7001,User logon notification,User Logon Notification for Customer Experience Improvement Program,73201
2025-08-20 22:40:50,1074,System shutdown/restart initiated,The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:,73301
2025-08-20 22:40:51,7002,User logoff notification,User Logoff Notification for Customer Experience Improvement Program,73322
2025-08-20 22:40:53,42,System entering sleep,The system is entering sleep.  Sleep Reason: Application API,73325
2025-08-21 06:40:50,7001,User logon notification,User Logon Notification for Customer Experience Improvement Program,73351
2025-08-21 08:34:17,1074,System shutdown/restart initiated,The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:,73425
2025-08-21 08:34:20,42,System entering sleep,The system is entering sleep.  Sleep Reason: Application API,73450
2025-08-21 19:54:08,6013,System uptime report,The system uptime is 641112 seconds.,73455
2025-08-21 23:59:45,1074,System shutdown/restart initiated,The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:,73577
2025-08-21 23:59:53,42,System entering sleep,The system is entering sleep.  Sleep Reason: Application API,73604
2025-08-22 14:23:06,41,System rebooted without cleanly shutting down,"The system has rebooted without cleanly shutting down first. This error could be caused if the system stopped responding, crashed, or lost power unexpectedly.",73736
2025-08-22 14:23:16,6005,System startup (Event Log service started),The Event log service was started.,73719
2025-08-22 14:23:16,6008,Unexpected shutdown (previous shutdown was unexpected),The previous system shutdown at 9:42:24 AM on ‎8/‎22/‎2025 was unexpected.,73717
2025-08-22 14:23:16,6013,System uptime report,The system uptime is 11 seconds.,73720
2025-08-22 19:40:33,41,System rebooted without cleanly shutting down,"The system has rebooted without cleanly shutting down first. This error could be caused if the system stopped responding, crashed, or lost power unexpectedly.",74020
2025-08-22 19:40:44,6005,System startup (Event Log service started),The Event log service was started.,73987
2025-08-22 19:40:44,6013,System uptime report,The system uptime is 13 seconds.,73988
2025-08-22 19:40:44,6008,Unexpected shutdown (previous shutdown was unexpected),The previous system shutdown at 7:03:16 PM on ‎8/‎22/‎2025 was unexpected.,73985
2025-08-22 23:16:29,1074,System shutdown/restart initiated,The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:,74254
2025-08-22 23:16:31,1074,System shutdown/restart initiated,The process C:\WINDOWS\system32\winlogon.exe (AIGENT-4090) has initiated the power off of computer AIGENT-4090 on behalf of user NT AUTHORITY\SYSTEM for the following reason: No title for this reason could be found  Reason Code: 0x500ff  Shutdown Type: power off  Comment:,74275
2025-08-22 23:16:32,42,System entering sleep,The system is entering sleep.  Sleep Reason: Application API,74279
2025-08-23 09:33:09,1074,System shutdown/restart initiated,The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:,74371
2025-08-23 09:33:13,42,System entering sleep,The system is entering sleep.  Sleep Reason: Application API,74394
2025-08-23 13:17:47,6013,System uptime report,The system uptime is 63436 seconds.,74397
2025-08-23 16:10:38,1074,System shutdown/restart initiated,The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:,74466
2025-08-23 16:10:42,42,System entering sleep,The system is entering sleep.  Sleep Reason: Application API,74490
2025-08-24 01:12:19,1074,System shutdown/restart initiated,The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:,74599
2025-08-24 01:12:27,42,System entering sleep,The system is entering sleep.  Sleep Reason: Application API,74626
2025-08-24 10:05:01,1074,System shutdown/restart initiated,The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:,74702
2025-08-24 10:05:04,42,System entering sleep,The system is entering sleep.  Sleep Reason: Application API,74727
2025-08-24 12:47:02,6013,System uptime report,The system uptime is 147992 seconds.,74728
2025-08-24 14:02:20,1074,System shutdown/restart initiated,The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:,74789
2025-08-24 14:02:28,42,System entering sleep,The system is entering sleep.  Sleep Reason: Application API,74814
2025-08-24 23:48:09,1074,System shutdown/restart initiated,The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:,74934
2025-08-24 23:48:12,42,System entering sleep,The system is entering sleep.  Sleep Reason: Application API,74960
2025-08-25 20:52:35,6013,System uptime report,The system uptime is 263524 seconds.,74961
2025-08-25 23:36:47,1074,System shutdown/restart initiated,The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:,75170
2025-08-25 23:36:50,42,System entering sleep,The system is entering sleep.  Sleep Reason: Application API,75194
2025-08-26 13:22:52,6013,System uptime report,The system uptime is 322944 seconds.,75195
2025-08-26 19:29:06,1074,System shutdown/restart initiated,The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:,75364
2025-08-26 19:31:07,1074,System shutdown/restart initiated,The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:,75387
2025-08-26 19:31:09,42,System entering sleep,The system is entering sleep.  Sleep Reason: Application API,75391
2025-08-26 22:37:17,1074,System shutdown/restart initiated,The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:,75468
2025-08-26 22:37:25,42,System entering sleep,The system is entering sleep.  Sleep Reason: Application API,75497
2025-08-27 12:00:00,6013,System uptime report,The system uptime is 404373 seconds.,75605
2025-08-27 19:46:24,1074,System shutdown/restart initiated,The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:,75699
2025-08-27 19:46:27,42,System entering sleep,The system is entering sleep.  Sleep Reason: Application API,75724
2025-08-27 23:21:48,1074,System shutdown/restart initiated,The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:,75804
2025-08-27 23:21:56,42,System entering sleep,The system is entering sleep.  Sleep Reason: Application API,75828
2025-08-28 08:17:19,1074,System shutdown/restart initiated,The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:,75916
2025-08-28 08:17:22,42,System entering sleep,The system is entering sleep.  Sleep Reason: Application API,75941
2025-08-28 20:16:17,6013,System uptime report,The system uptime is 520550 seconds.,75944
2025-08-28 22:27:35,1074,System shutdown/restart initiated,The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:,76057
2025-08-28 22:27:38,42,System entering sleep,The system is entering sleep.  Sleep Reason: Application API,76080
2025-08-29 12:00:00,6013,System uptime report,The system uptime is 577175 seconds.,76223
2025-08-29 14:58:34,1074,System shutdown/restart initiated,The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:,76236
2025-08-29 14:58:38,42,System entering sleep,The system is entering sleep.  Sleep Reason: Application API,76262
2025-08-30 00:18:54,1074,System shutdown/restart initiated,The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:,76377
2025-08-30 00:18:58,42,System entering sleep,The system is entering sleep.  Sleep Reason: Application API,76401
2025-08-30 11:59:59,6013,System uptime report,The system uptime is 663575 seconds.,76520
2025-08-30 12:00:00,6013,System uptime report,The system uptime is 663576 seconds.,76521
2025-08-30 12:20:10,6006,System shutdown (Event Log service stopped),The Event log service was stopped.,76544
2025-08-30 12:20:39,6005,System startup (Event Log service started),The Event log service was started.,76555
2025-08-30 12:20:39,6013,System uptime report,The system uptime is 12 seconds.,76556
2025-08-30 12:21:10,6006,System shutdown (Event Log service stopped),The Event log service was stopped.,76736
2025-08-30 12:21:10,1074,System shutdown/restart initiated,The process C:\WINDOWS\servicing\TrustedInstaller.exe (AIGENT-4090) has initiated the restart of computer AIGENT-4090 on behalf of user NT AUTHORITY\SYSTEM for the following reason: Operating System: Upgrade (Planned)  Reason Code: 0x80020003  Shutdown Type: restart  Comment:,76737
2025-08-30 12:21:38,6005,System startup (Event Log service started),The Event log service was started.,76746
2025-08-30 12:21:38,6013,System uptime report,The system uptime is 13 seconds.,76747
2025-08-30 12:26:45,1074,System shutdown/restart initiated,The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:,76899
2025-08-30 12:26:46,1074,System shutdown/restart initiated,The process C:\WINDOWS\system32\winlogon.exe (AIGENT-4090) has initiated the power off of computer AIGENT-4090 on behalf of user NT AUTHORITY\SYSTEM for the following reason: No title for this reason could be found  Reason Code: 0x500ff  Shutdown Type: power off  Comment:,76900
2025-08-30 12:26:47,42,System entering sleep,The system is entering sleep.  Sleep Reason: Application API,76904
2025-08-30 15:29:11,1074,System shutdown/restart initiated,The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:,76976
2025-08-30 15:29:14,42,System entering sleep,The system is entering sleep.  Sleep Reason: Application API,76999
2025-08-30 21:32:10,42,System entering sleep,The system is entering sleep.  Sleep Reason: System Idle,77075
2025-08-30 22:56:42,1074,System shutdown/restart initiated,The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:,77096
2025-08-30 22:56:46,42,System entering sleep,The system is entering sleep.  Sleep Reason: Application API,77120
2025-08-31 10:00:57,1074,System shutdown/restart initiated,The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:,77227
2025-08-31 10:01:00,42,System entering sleep,The system is entering sleep.  Sleep Reason: Application API,77250
2025-09-01 20:17:30,6013,System uptime report,The system uptime is 201368 seconds.,77253
2025-09-01 22:56:28,1074,System shutdown/restart initiated,The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:,77400
2025-09-01 22:56:31,42,System entering sleep,The system is entering sleep.  Sleep Reason: Application API,77424
2025-09-02 08:31:35,1074,System shutdown/restart initiated,The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:,77517
2025-09-02 08:31:38,42,System entering sleep,The system is entering sleep.  Sleep Reason: Application API,77540
2025-09-02 13:45:45,6013,System uptime report,The system uptime is 264265 seconds.,77543
2025-09-02 23:12:43,1074,System shutdown/restart initiated,The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:,77739
2025-09-02 23:12:46,42,System entering sleep,The system is entering sleep.  Sleep Reason: Application API,77766
2025-09-03 21:36:19,6013,System uptime report,The system uptime is 378900 seconds.,77767
2025-09-03 22:41:01,1074,System shutdown/restart initiated,The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:,77873
2025-09-03 22:41:05,42,System entering sleep,The system is entering sleep.  Sleep Reason: Application API,77897
2025-09-05 15:02:00,41,System rebooted without cleanly shutting down,"The system has rebooted without cleanly shutting down first. This error could be caused if the system stopped responding, crashed, or lost power unexpectedly.",78014
2025-09-05 15:02:11,6013,System uptime report,The system uptime is 13 seconds.,78000
2025-09-05 15:02:11,6008,Unexpected shutdown (previous shutdown was unexpected),The previous system shutdown at 10:38:46 PM on ‎9/‎3/‎2025 was unexpected.,77989
2025-09-05 15:02:11,6005,System startup (Event Log service started),The Event log service was started.,77999
2025-09-05 23:13:44,1074,System shutdown/restart initiated,The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:,78315
2025-09-06 07:44:26,41,System rebooted without cleanly shutting down,"The system has rebooted without cleanly shutting down first. This error could be caused if the system stopped responding, crashed, or lost power unexpectedly.",78371
2025-09-06 07:44:37,6005,System startup (Event Log service started),The Event log service was started.,78348
2025-09-06 07:44:37,6013,System uptime report,The system uptime is 13 seconds.,78349
2025-09-06 07:44:37,6008,Unexpected shutdown (previous shutdown was unexpected),The previous system shutdown at 11:02:12 PM on ‎9/‎5/‎2025 was unexpected.,78346
2025-09-06 10:25:19,1074,System shutdown/restart initiated,The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:,78574
2025-09-06 10:25:20,1074,System shutdown/restart initiated,The process C:\WINDOWS\system32\winlogon.exe (AIGENT-4090) has initiated the power off of computer AIGENT-4090 on behalf of user NT AUTHORITY\SYSTEM for the following reason: No title for this reason could be found  Reason Code: 0x500ff  Shutdown Type: power off  Comment:,78594
2025-09-06 10:25:22,42,System entering sleep,The system is entering sleep.  Sleep Reason: Application API,78598
2025-09-06 14:16:07,6013,System uptime report,The system uptime is 23503 seconds.,78601
2025-09-06 20:58:09,1074,System shutdown/restart initiated,The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:,78684
2025-09-06 20:58:19,42,System entering sleep,The system is entering sleep.  Sleep Reason: Application API,78709
2025-09-07 09:53:39,1074,System shutdown/restart initiated,The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:,78812
2025-09-07 09:53:42,42,System entering sleep,The system is entering sleep.  Sleep Reason: Application API,78836
2025-09-07 10:02:37,1074,System shutdown/restart initiated,The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:,78894
2025-09-07 10:02:40,42,System entering sleep,The system is entering sleep.  Sleep Reason: Application API,78917
2025-09-07 12:38:44,6013,System uptime report,The system uptime is 104064 seconds.,78920
2025-09-07 13:53:51,1074,System shutdown/restart initiated,The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:,78975
2025-09-07 13:53:55,42,System entering sleep,The system is entering sleep.  Sleep Reason: Application API,78998
2025-09-07 18:03:04,1074,System shutdown/restart initiated,The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:,79083
2025-09-07 18:03:07,42,System entering sleep,The system is entering sleep.  Sleep Reason: Application API,79110
2025-09-08 17:45:22,6013,System uptime report,The system uptime is 208861 seconds.,79113
2025-09-08 19:34:27,1074,System shutdown/restart initiated,The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:,79247
2025-09-08 19:34:30,42,System entering sleep,The system is entering sleep.  Sleep Reason: Application API,79270
2025-09-08 23:16:21,1074,System shutdown/restart initiated,The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:,79366
2025-09-08 23:16:25,42,System entering sleep,The system is entering sleep.  Sleep Reason: Application API,79390
2025-09-09 07:51:59,1074,System shutdown/restart initiated,The process Explorer.EXE has initiated the restart of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: restart  Comment:,79494
2025-09-09 07:52:22,6006,System shutdown (Event Log service stopped),The Event log service was stopped.,79518
2025-09-09 07:52:48,6013,System uptime report,The system uptime is 11 seconds.,79527
2025-09-09 07:52:48,6005,System startup (Event Log service started),The Event log service was started.,79526
2025-09-09 12:00:00,6013,System uptime report,The system uptime is 14843 seconds.,79767
2025-09-09 22:17:52,1074,System shutdown/restart initiated,The process C:\WINDOWS\uus\AMD64\MoNotificationUx.exe (AIGENT-4090) has initiated the restart of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Operating System: Service pack (Planned)  Reason Code: 0x80020010  Shutdown Type: restart  Comment:,79842
2025-09-09 22:18:04,6006,System shutdown (Event Log service stopped),The Event log service was stopped.,79864
2025-09-09 22:18:33,6005,System startup (Event Log service started),The Event log service was started.,79876
2025-09-09 22:18:33,6013,System uptime report,The system uptime is 12 seconds.,79877
2025-09-10 21:25:12,41,System rebooted without cleanly shutting down,"The system has rebooted without cleanly shutting down first. This error could be caused if the system stopped responding, crashed, or lost power unexpectedly.",80104
2025-09-10 21:25:23,6013,System uptime report,The system uptime is 14 seconds.,80082
2025-09-10 21:25:23,6008,Unexpected shutdown (previous shutdown was unexpected),The previous system shutdown at 10:18:33 PM on ‎9/‎9/‎2025 was unexpected.,80079
2025-09-10 21:25:23,6005,System startup (Event Log service started),The Event log service was started.,80081
2025-09-10 23:10:01,1074,System shutdown/restart initiated,The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:,80360
2025-09-10 23:10:02,1074,System shutdown/restart initiated,The process C:\WINDOWS\system32\winlogon.exe (AIGENT-4090) has initiated the power off of computer AIGENT-4090 on behalf of user NT AUTHORITY\SYSTEM for the following reason: No title for this reason could be found  Reason Code: 0x500ff  Shutdown Type: power off  Comment:,80380
2025-09-10 23:10:04,42,System entering sleep,The system is entering sleep.  Sleep Reason: Application API,80385
2025-09-11 12:00:00,6013,System uptime report,The system uptime is 52494 seconds.,80512
2025-09-11 20:19:27,1074,System shutdown/restart initiated,The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:,80582
2025-09-11 20:19:30,42,System entering sleep,The system is entering sleep.  Sleep Reason: Application API,80611
2025-09-11 23:21:07,1074,System shutdown/restart initiated,The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:,80737
2025-09-11 23:21:11,42,System entering sleep,The system is entering sleep.  Sleep Reason: Application API,80765
2025-09-12 09:21:28,1074,System shutdown/restart initiated,The process Explorer.EXE has initiated the power off of computer AIGENT-4090 on behalf of user aigent-4090\piete for the following reason: Other (Unplanned)  Reason Code: 0x0  Shutdown Type: power off  Comment:,80852
2025-09-12 15:46:08,41,System rebooted without cleanly shutting down,"The system has rebooted without cleanly shutting down first. This error could be caused if the system stopped responding, crashed, or lost power unexpectedly.",80911
2025-09-12 15:46:17,6008,Unexpected shutdown (previous shutdown was unexpected),The previous system shutdown at 9:04:39 AM on ‎9/‎12/‎2025 was unexpected.,80894
2025-09-12 15:46:17,6005,System startup (Event Log service started),The Event log service was started.,80896
2025-09-12 15:46:17,6013,System uptime report,The system uptime is 14 seconds.,80897
2025-09-13 11:19:42,41,System rebooted without cleanly shutting down,"The system has rebooted without cleanly shutting down first. This error could be caused if the system stopped responding, crashed, or lost power unexpectedly.",81201
2025-09-13 11:19:51,6008,Unexpected shutdown (previous shutdown was unexpected),The previous system shutdown at 12:26:17 AM on ‎9/‎13/‎2025 was unexpected.,81184
2025-09-13 11:19:51,6013,System uptime report,The system uptime is 11 seconds.,81187
2025-09-13 11:19:51,6005,System startup (Event Log service started),The Event log service was started.,81186
2025-09-13 12:00:00,6013,System uptime report,The system uptime is 2420 seconds.,81434
