DateTime,EventId,EventType,RecordId,SessionTag
2025-04-27 17:22:37,7001,User logon notification,35802,logon
2025-04-27 18:28:01,1074,System shutdown/restart initiated,35881,logoff
2025-04-27 18:28:08,7002,User logoff notification,35904,logoff
2025-04-28 19:08:15,7001,User logon notification,35959,logon
2025-04-28 19:43:57,1074,System shutdown/restart initiated,36048,logoff
2025-04-28 19:43:59,7002,User logoff notification,36070,logoff
2025-04-28 20:04:23,7001,User logon notification,36101,logon
2025-04-29 00:46:35,1074,System shutdown/restart initiated,36165,logoff
2025-04-29 00:46:38,7002,User logoff notification,36187,logoff
2025-04-29 09:07:01,7001,User logon notification,36222,logon
2025-04-29 09:37:09,1074,System shutdown/restart initiated,36300,logoff
2025-04-29 09:37:15,7002,User logoff notification,36323,logoff
2025-04-29 11:32:37,7001,User logon notification,36358,logon
2025-04-29 14:27:58,1074,System shutdown/restart initiated,36431,logoff
2025-04-29 14:28:00,7002,User logoff notification,36452,logoff
2025-04-29 16:20:00,7001,User logon notification,36484,logon
2025-04-29 23:03:00,1074,System shutdown/restart initiated,36570,logoff
2025-04-29 23:03:03,7002,User logoff notification,36592,logoff
2025-04-30 07:35:21,7001,User logon notification,36631,logon
2025-04-30 08:50:21,1074,System shutdown/restart initiated,36708,logoff
2025-04-30 08:50:23,7002,User logoff notification,36730,logoff
2025-04-30 17:06:36,7001,User logon notification,36764,logon
2025-04-30 22:26:42,1074,System shutdown/restart initiated,36862,logoff
2025-04-30 22:26:44,7002,User logoff notification,36884,logoff
2025-05-01 08:18:39,7001,User logon notification,36920,logon
2025-05-01 21:17:11,1074,System shutdown/restart initiated,37112,logoff
2025-05-01 21:17:13,7002,User logoff notification,37133,logoff
2025-05-01 21:34:52,7001,User logon notification,37168,logon
2025-05-01 23:23:17,1074,System shutdown/restart initiated,37218,logoff
2025-05-01 23:23:18,7002,User logoff notification,37240,logoff
2025-05-02 08:43:31,7001,User logon notification,37277,logon
2025-05-02 12:31:44,1074,System shutdown/restart initiated,37363,logoff
2025-05-02 12:31:47,7002,User logoff notification,37386,logoff
2025-05-03 10:43:01,7001,User logon notification,37431,logon
2025-05-03 11:55:40,1074,System shutdown/restart initiated,37527,logoff
2025-05-03 11:55:42,7002,User logoff notification,37549,logoff
2025-05-03 13:15:37,7001,User logon notification,37581,logon
2025-05-03 16:21:15,1074,System shutdown/restart initiated,37642,logoff
2025-05-03 16:21:17,7002,User logoff notification,37664,logoff
2025-05-04 15:41:09,7001,User logon notification,37710,logon
2025-05-04 21:47:01,1074,System shutdown/restart initiated,37822,logoff
2025-05-04 21:47:02,7002,User logoff notification,37843,logoff
2025-05-05 19:30:28,7001,User logon notification,37892,logon
2025-05-05 19:34:52,1074,System shutdown/restart initiated,37946,logoff
2025-05-05 19:34:55,7002,User logoff notification,37969,logoff
2025-05-05 19:57:07,7001,User logon notification,38003,logon
2025-05-05 23:54:49,1074,System shutdown/restart initiated,38072,logoff
2025-05-05 23:54:51,7002,User logoff notification,38094,logoff
2025-05-06 09:39:19,7001,User logon notification,38134,logon
2025-05-06 23:06:26,1074,System shutdown/restart initiated,38319,logoff
2025-05-06 23:06:27,7002,User logoff notification,38341,logoff
2025-05-07 08:19:39,7001,User logon notification,38376,logon
2025-05-07 15:05:03,1074,System shutdown/restart initiated,38478,logoff
2025-05-07 15:05:05,7002,User logoff notification,38501,logoff
2025-05-08 10:45:54,7001,User logon notification,38540,logon
2025-05-08 13:14:44,1074,System shutdown/restart initiated,38679,logoff
2025-05-08 13:14:51,7002,User logoff notification,38702,logoff
2025-05-08 23:15:10,7001,User logon notification,38741,logon
2025-05-08 23:24:34,1074,System shutdown/restart initiated,38786,logoff
2025-05-08 23:24:36,7002,User logoff notification,38808,logoff
2025-05-09 07:40:47,7001,User logon notification,38843,logon
2025-05-09 08:32:19,7002,User logoff notification,38947,logoff
2025-05-09 19:16:55,7001,User logon notification,38979,logon
2025-05-09 20:08:13,1074,System shutdown/restart initiated,39078,logoff
2025-05-09 20:08:14,7002,User logoff notification,39100,logoff
2025-05-09 20:08:44,6005,System startup (Event Log service started),39119,logon
2025-05-09 20:12:12,7001,User logon notification,39325,logon
2025-05-09 23:53:54,1074,System shutdown/restart initiated,39460,logoff
2025-05-09 23:54:01,1074,System shutdown/restart initiated,39483,logoff
2025-05-09 23:54:01,7002,User logoff notification,39484,logoff
2025-05-10 13:52:28,41,System rebooted without cleanly shutting down,39525,logoff
2025-05-10 13:52:39,6008,Unexpected shutdown (previous shutdown was unexpected),39490,logoff
2025-05-10 13:52:39,6005,System startup (Event Log service started),39494,logon
2025-05-10 13:52:45,7001,User logon notification,39682,logon
2025-05-10 14:02:30,1074,System shutdown/restart initiated,39771,logoff
2025-05-10 14:02:36,1074,System shutdown/restart initiated,39795,logoff
2025-05-10 14:02:36,7002,User logoff notification,39796,logoff
2025-05-10 15:30:58,7001,User logon notification,39828,logon
2025-05-10 23:39:43,1074,System shutdown/restart initiated,39931,logoff
2025-05-10 23:39:44,7002,User logoff notification,39953,logoff
2025-05-11 08:53:34,7001,User logon notification,39988,logon
2025-05-11 10:16:59,1074,System shutdown/restart initiated,40059,logoff
2025-05-11 10:17:00,7002,User logoff notification,40081,logoff
2025-05-11 12:08:31,7001,User logon notification,40115,logon
2025-05-11 13:15:27,1074,System shutdown/restart initiated,40175,logoff
2025-05-11 13:15:28,7002,User logoff notification,40197,logoff
2025-05-11 16:08:54,7001,User logon notification,40229,logon
2025-05-11 20:53:17,1074,System shutdown/restart initiated,40324,logoff
2025-05-11 20:53:23,7002,User logoff notification,40347,logoff
2025-05-12 19:46:08,7001,User logon notification,40391,logon
2025-05-12 22:35:23,1074,System shutdown/restart initiated,40611,logoff
2025-05-12 22:35:25,7002,User logoff notification,40633,logoff
2025-05-13 10:12:00,7001,User logon notification,40672,logon
2025-05-13 12:30:27,1074,System shutdown/restart initiated,40767,logoff
2025-05-13 12:30:28,7002,User logoff notification,40789,logoff
2025-05-13 16:18:23,7001,User logon notification,40821,logon
2025-05-13 17:51:48,1074,System shutdown/restart initiated,40890,logoff
2025-05-13 17:51:50,7002,User logoff notification,40912,logoff
2025-05-13 19:39:27,7001,User logon notification,40946,logon
2025-05-13 23:00:25,1074,System shutdown/restart initiated,41006,logoff
2025-05-13 23:00:27,7002,User logoff notification,41027,logoff
2025-05-14 17:34:42,7001,User logon notification,41069,logon
2025-05-14 20:53:57,1074,System shutdown/restart initiated,41183,logoff
2025-05-14 20:53:58,7002,User logoff notification,41203,logoff
2025-05-14 20:54:38,6005,System startup (Event Log service started),41217,logon
2025-05-14 20:55:25,7001,User logon notification,41420,logon
2025-05-15 07:43:47,41,System rebooted without cleanly shutting down,41571,logoff
2025-05-15 07:43:58,6008,Unexpected shutdown (previous shutdown was unexpected),41546,logoff
2025-05-15 07:43:58,6005,System startup (Event Log service started),41548,logon
2025-05-15 07:44:49,7001,User logon notification,41731,logon
2025-05-15 10:30:24,1074,System shutdown/restart initiated,41827,logoff
2025-05-15 10:30:26,1074,System shutdown/restart initiated,41848,logoff
2025-05-15 10:30:26,7002,User logoff notification,41849,logoff
2025-05-15 14:00:47,7001,User logon notification,41883,logon
2025-05-15 23:12:15,1074,System shutdown/restart initiated,42071,logoff
2025-05-15 23:12:16,7002,User logoff notification,42093,logoff
2025-05-16 08:32:26,7001,User logon notification,42142,logon
2025-05-16 16:15:59,1074,System shutdown/restart initiated,42251,logoff
2025-05-16 16:16:06,7002,User logoff notification,42273,logoff
2025-05-17 11:07:15,7001,User logon notification,42330,logon
2025-05-17 11:40:50,1074,System shutdown/restart initiated,42401,logoff
2025-05-17 11:40:52,7002,User logoff notification,42423,logoff
2025-05-17 11:41:23,6005,System startup (Event Log service started),42436,logon
2025-05-17 11:41:44,7001,User logon notification,42642,logon
2025-05-17 23:52:59,1074,System shutdown/restart initiated,42765,logoff
2025-05-17 23:53:01,1074,System shutdown/restart initiated,42786,logoff
2025-05-17 23:53:01,7002,User logoff notification,42787,logoff
2025-05-18 08:42:25,41,System rebooted without cleanly shutting down,42823,logoff
2025-05-18 08:42:36,6008,Unexpected shutdown (previous shutdown was unexpected),42798,logoff
2025-05-18 08:42:36,6005,System startup (Event Log service started),42800,logon
2025-05-18 08:43:22,7001,User logon notification,42983,logon
2025-05-18 09:45:49,1074,System shutdown/restart initiated,43076,logoff
2025-05-18 09:45:50,1074,System shutdown/restart initiated,43097,logoff
2025-05-18 09:45:50,7002,User logoff notification,43098,logoff
2025-05-18 19:50:59,7001,User logon notification,43133,logon
2025-05-18 21:30:07,1074,System shutdown/restart initiated,43226,logoff
2025-05-18 21:30:14,7002,User logoff notification,43248,logoff
2025-05-19 19:41:33,7001,User logon notification,43286,logon
2025-05-19 22:04:39,1074,System shutdown/restart initiated,43373,logoff
2025-05-19 22:04:46,7002,User logoff notification,43396,logoff
2025-05-20 20:56:44,7001,User logon notification,43438,logon
2025-05-20 21:43:36,1074,System shutdown/restart initiated,43537,logoff
2025-05-20 21:43:37,7002,User logoff notification,43558,logoff
2025-05-22 07:12:54,7001,User logon notification,43594,logon
2025-05-22 08:46:43,1074,System shutdown/restart initiated,43705,logoff
2025-05-22 08:46:44,7002,User logoff notification,43726,logoff
2025-05-22 10:36:59,7001,User logon notification,43760,logon
2025-05-22 23:02:40,1074,System shutdown/restart initiated,44058,logoff
2025-05-22 23:02:42,7002,User logoff notification,44080,logoff
2025-05-23 16:44:40,41,System rebooted without cleanly shutting down,44116,logoff
2025-05-23 16:44:51,6008,Unexpected shutdown (previous shutdown was unexpected),44091,logoff
2025-05-23 16:44:51,6005,System startup (Event Log service started),44093,logon
2025-05-23 16:48:54,7001,User logon notification,44286,logon
2025-05-24 00:05:30,1074,System shutdown/restart initiated,44430,logoff
2025-05-24 09:15:03,41,System rebooted without cleanly shutting down,44472,logoff
2025-05-24 09:15:14,6008,Unexpected shutdown (previous shutdown was unexpected),44447,logoff
2025-05-24 09:15:14,6005,System startup (Event Log service started),44449,logon
2025-05-24 09:19:12,7001,User logon notification,44635,logon
2025-05-24 17:17:46,1074,System shutdown/restart initiated,44765,logoff
2025-05-24 17:17:48,1074,System shutdown/restart initiated,44786,logoff
2025-05-24 17:17:48,7002,User logoff notification,44787,logoff
2025-05-25 17:06:09,7001,User logon notification,44834,logon
2025-05-25 22:49:51,1074,System shutdown/restart initiated,44905,logoff
2025-05-25 22:49:53,7002,User logoff notification,44926,logoff
2025-05-26 19:17:17,7001,User logon notification,44966,logon
2025-05-26 23:15:07,1074,System shutdown/restart initiated,45125,logoff
2025-05-26 23:15:08,7002,User logoff notification,45146,logoff
2025-05-27 07:24:58,7001,User logon notification,45179,logon
2025-05-27 09:17:37,1074,System shutdown/restart initiated,45238,logoff
2025-05-27 09:17:39,7002,User logoff notification,45259,logoff
2025-05-27 11:08:29,7001,User logon notification,45294,logon
2025-05-27 17:42:28,1074,System shutdown/restart initiated,45375,logoff
2025-05-27 17:42:34,7002,User logoff notification,45397,logoff
2025-05-27 20:33:01,7001,User logon notification,45431,logon
2025-05-27 23:00:57,1074,System shutdown/restart initiated,45516,logoff
2025-05-27 23:00:58,7002,User logoff notification,45537,logoff
2025-05-28 17:55:55,7001,User logon notification,45581,logon
2025-05-28 22:59:03,1074,System shutdown/restart initiated,45760,logoff
2025-05-28 22:59:05,7002,User logoff notification,45781,logoff
2025-05-29 07:58:46,7001,User logon notification,45808,logon
2025-05-29 10:06:55,7002,User logoff notification,45932,logoff
2025-05-29 10:07:57,6005,System startup (Event Log service started),45950,logon
2025-05-29 10:08:30,7001,User logon notification,46189,logon
2025-05-29 10:11:31,1074,System shutdown/restart initiated,46274,logoff
2025-05-29 10:11:32,1074,System shutdown/restart initiated,46296,logoff
2025-05-29 10:11:32,7002,User logoff notification,46297,logoff
2025-05-29 11:13:52,41,System rebooted without cleanly shutting down,46338,logoff
2025-05-29 11:14:02,6008,Unexpected shutdown (previous shutdown was unexpected),46303,logoff
2025-05-29 11:14:02,6005,System startup (Event Log service started),46305,logon
2025-05-29 11:15:28,7001,User logon notification,46498,logon
2025-05-29 11:24:34,1074,System shutdown/restart initiated,46578,logoff
2025-05-29 11:24:41,7002,User logoff notification,46601,logoff
2025-05-29 11:51:44,7001,User logon notification,46634,logon
2025-05-29 12:46:13,1074,System shutdown/restart initiated,46701,logoff
2025-05-29 12:46:14,7002,User logoff notification,46723,logoff
2025-05-29 20:14:08,7001,User logon notification,46762,logon
2025-05-29 22:56:52,1074,System shutdown/restart initiated,46847,logoff
2025-05-29 22:56:53,7002,User logoff notification,46869,logoff
2025-05-30 10:21:36,7001,User logon notification,46911,logon
2025-05-30 12:12:15,1074,System shutdown/restart initiated,46998,logoff
2025-05-30 12:12:16,7002,User logoff notification,47019,logoff
2025-05-30 18:25:55,7001,User logon notification,47047,logon
2025-05-31 00:41:07,1074,System shutdown/restart initiated,47157,logoff
2025-05-31 00:41:08,7002,User logoff notification,47179,logoff
2025-05-31 10:11:58,7001,User logon notification,47220,logon
2025-05-31 15:25:10,1074,System shutdown/restart initiated,47336,logoff
2025-05-31 15:25:11,7002,User logoff notification,47357,logoff
2025-06-01 08:19:13,7001,User logon notification,47391,logon
2025-06-01 10:06:43,1074,System shutdown/restart initiated,47468,logoff
2025-06-01 10:06:45,7002,User logoff notification,47490,logoff
2025-06-01 13:06:15,7001,User logon notification,47524,logon
2025-06-01 16:46:51,1074,System shutdown/restart initiated,47587,logoff
2025-06-01 16:46:57,7002,User logoff notification,47610,logoff
2025-06-01 18:56:24,7001,User logon notification,47637,logon
2025-06-01 22:44:12,1074,System shutdown/restart initiated,47741,logoff
2025-06-01 22:44:14,7002,User logoff notification,47764,logoff
2025-06-02 19:37:15,7001,User logon notification,47834,logon
2025-06-02 22:19:37,1074,System shutdown/restart initiated,48025,logoff
2025-06-02 22:19:38,7002,User logoff notification,48047,logoff
2025-06-03 07:54:35,7001,User logon notification,48082,logon
2025-06-03 09:50:32,1074,System shutdown/restart initiated,48155,logoff
2025-06-03 09:50:33,7002,User logoff notification,48177,logoff
2025-06-03 11:43:01,7001,User logon notification,48212,logon
2025-06-03 13:01:01,1074,System shutdown/restart initiated,48275,logoff
2025-06-03 13:01:02,7002,User logoff notification,48297,logoff
2025-06-03 14:41:51,7001,User logon notification,48329,logon
2025-06-03 16:28:42,1074,System shutdown/restart initiated,48429,logoff
2025-06-03 16:28:44,7002,User logoff notification,48450,logoff
2025-06-03 19:02:45,7001,User logon notification,48477,logon
2025-06-03 22:42:23,1074,System shutdown/restart initiated,48550,logoff
2025-06-03 22:42:30,7002,User logoff notification,48572,logoff
2025-06-04 18:10:45,7001,User logon notification,48617,logon
2025-06-04 23:13:52,1074,System shutdown/restart initiated,48724,logoff
2025-06-04 23:13:59,7002,User logoff notification,48747,logoff
2025-06-05 07:35:55,7001,User logon notification,48783,logon
2025-06-05 10:16:46,1074,System shutdown/restart initiated,48872,logoff
2025-06-05 10:16:47,7002,User logoff notification,48894,logoff
2025-06-05 20:58:46,7001,User logon notification,48928,logon
2025-06-05 23:13:33,1074,System shutdown/restart initiated,49017,logoff
2025-06-05 23:13:34,7002,User logoff notification,49039,logoff
2025-06-06 17:19:51,7001,User logon notification,49081,logon
2025-06-06 23:50:39,1074,System shutdown/restart initiated,49238,logoff
2025-06-06 23:50:40,7002,User logoff notification,49261,logoff
2025-06-07 08:18:28,7001,User logon notification,49296,logon
2025-06-07 11:06:46,1074,System shutdown/restart initiated,49380,logoff
2025-06-07 11:06:48,7002,User logoff notification,49402,logoff
2025-06-07 12:03:18,7001,User logon notification,49438,logon
2025-06-07 13:13:26,1074,System shutdown/restart initiated,49494,logoff
2025-06-07 13:13:27,7002,User logoff notification,49516,logoff
2025-06-07 17:25:25,7001,User logon notification,49549,logon
2025-06-07 23:33:39,1074,System shutdown/restart initiated,49621,logoff
2025-06-07 23:33:41,7002,User logoff notification,49643,logoff
2025-06-08 08:47:04,7001,User logon notification,49677,logon
2025-06-08 09:58:39,1074,System shutdown/restart initiated,49754,logoff
2025-06-08 09:58:40,7002,User logoff notification,49776,logoff
2025-06-08 12:29:20,7001,User logon notification,49813,logon
2025-06-08 23:15:19,1074,System shutdown/restart initiated,49919,logoff
2025-06-08 23:15:21,7002,User logoff notification,49941,logoff
2025-06-09 07:11:26,7001,User logon notification,49977,logon
2025-06-09 23:19:09,1074,System shutdown/restart initiated,50157,logoff
2025-06-09 23:19:11,7002,User logoff notification,50180,logoff
2025-06-10 21:34:22,7001,User logon notification,50219,logon
2025-06-10 22:42:59,1074,System shutdown/restart initiated,50324,logoff
2025-06-10 22:43:00,7002,User logoff notification,50346,logoff
2025-06-11 06:50:07,7001,User logon notification,50386,logon
2025-06-11 07:51:27,1074,System shutdown/restart initiated,50451,logoff
2025-06-11 07:51:33,7002,User logoff notification,50475,logoff
2025-06-11 18:27:46,7001,User logon notification,50517,logon
2025-06-11 23:42:53,1074,System shutdown/restart initiated,50660,logoff
2025-06-11 23:42:55,7002,User logoff notification,50683,logoff
2025-06-12 07:38:38,7001,User logon notification,50717,logon
2025-06-12 11:33:28,1074,System shutdown/restart initiated,50830,logoff
2025-06-12 11:33:34,7002,User logoff notification,50853,logoff
2025-06-12 13:10:16,7001,User logon notification,50900,logon
2025-06-12 15:50:11,7002,User logoff notification,51037,logoff
2025-06-12 15:50:45,6005,System startup (Event Log service started),51055,logon
2025-06-12 15:51:08,7001,User logon notification,51263,logon
2025-06-12 16:19:43,1074,System shutdown/restart initiated,51359,logoff
2025-06-12 16:19:45,1074,System shutdown/restart initiated,51381,logoff
2025-06-12 16:19:45,7002,User logoff notification,51382,logoff
2025-06-12 20:59:14,7001,User logon notification,51424,logon
2025-06-12 22:57:28,1074,System shutdown/restart initiated,51483,logoff
2025-06-12 22:57:29,7002,User logoff notification,51504,logoff
2025-06-13 07:25:22,7001,User logon notification,51539,logon
2025-06-13 23:00:26,1074,System shutdown/restart initiated,51782,logoff
2025-06-13 23:00:28,7002,User logoff notification,51804,logoff
2025-06-14 10:56:30,7001,User logon notification,51842,logon
2025-06-14 23:33:36,1074,System shutdown/restart initiated,51983,logoff
2025-06-14 23:33:38,7002,User logoff notification,52005,logoff
2025-06-15 09:43:26,7001,User logon notification,52042,logon
2025-06-15 09:58:26,1074,System shutdown/restart initiated,52107,logoff
2025-06-15 09:58:27,7002,User logoff notification,52129,logoff
2025-06-15 12:44:37,7001,User logon notification,52171,logon
2025-06-15 13:28:00,1074,System shutdown/restart initiated,52227,logoff
2025-06-15 13:28:02,7002,User logoff notification,52248,logoff
2025-06-15 22:10:27,7001,User logon notification,52305,logon
2025-06-16 00:02:00,1074,System shutdown/restart initiated,52376,logoff
2025-06-16 00:02:01,7002,User logoff notification,52397,logoff
2025-06-16 19:26:11,7001,User logon notification,52434,logon
2025-06-16 23:08:35,1074,System shutdown/restart initiated,52526,logoff
2025-06-16 23:08:37,7002,User logoff notification,52547,logoff
2025-06-17 08:31:40,7001,User logon notification,52582,logon
2025-06-17 08:58:10,1074,System shutdown/restart initiated,52685,logoff
2025-06-17 08:58:17,7002,User logoff notification,52708,logoff
2025-06-17 10:58:24,7001,User logon notification,52743,logon
2025-06-17 13:53:31,1074,System shutdown/restart initiated,52811,logoff
2025-06-17 13:53:38,7002,User logoff notification,52834,logoff
2025-06-17 18:33:36,7001,User logon notification,52868,logon
2025-06-17 23:24:50,1074,System shutdown/restart initiated,52956,logoff
2025-06-17 23:24:57,7002,User logoff notification,52980,logoff
2025-06-18 08:48:46,7001,User logon notification,53021,logon
2025-06-18 11:45:21,1074,System shutdown/restart initiated,53096,logoff
2025-06-18 11:45:28,7002,User logoff notification,53118,logoff
2025-06-19 11:10:00,7001,User logon notification,53155,logon
2025-06-19 13:07:11,1074,System shutdown/restart initiated,53271,logoff
2025-06-19 13:07:12,7002,User logoff notification,53292,logoff
2025-06-19 19:47:52,7001,User logon notification,53326,logon
2025-06-19 22:52:13,1074,System shutdown/restart initiated,53399,logoff
2025-06-19 22:52:15,7002,User logoff notification,53420,logoff
2025-06-20 18:11:28,7001,User logon notification,53463,logon
2025-06-20 20:17:13,1074,System shutdown/restart initiated,53570,logoff
2025-06-20 20:17:20,7002,User logoff notification,53593,logoff
2025-06-21 07:15:13,7001,User logon notification,53631,logon
2025-06-21 14:25:47,1074,System shutdown/restart initiated,53746,logoff
2025-06-21 14:25:49,7002,User logoff notification,53771,logoff
2025-06-21 17:12:06,7001,User logon notification,53813,logon
2025-06-21 22:46:08,7002,User logoff notification,53993,logoff
2025-06-22 13:03:47,7001,User logon notification,54021,logon
2025-06-23 19:27:46,41,System rebooted without cleanly shutting down,54161,logoff
2025-06-23 19:27:57,6008,Unexpected shutdown (previous shutdown was unexpected),54135,logoff
2025-06-23 19:27:57,6005,System startup (Event Log service started),54137,logon
2025-06-23 19:29:37,7001,User logon notification,54328,logon
2025-06-24 07:30:43,41,System rebooted without cleanly shutting down,54495,logoff
2025-06-24 07:30:54,6008,Unexpected shutdown (previous shutdown was unexpected),54470,logoff
2025-06-24 07:30:54,6005,System startup (Event Log service started),54472,logon
2025-06-24 07:31:11,7001,User logon notification,54654,logon
2025-06-24 09:14:13,1074,System shutdown/restart initiated,54774,logoff
2025-06-24 09:14:15,1074,System shutdown/restart initiated,54798,logoff
2025-06-24 09:14:15,7002,User logoff notification,54799,logoff
2025-06-24 11:21:44,7001,User logon notification,54818,logon
2025-06-24 16:44:44,1074,System shutdown/restart initiated,54893,logoff
2025-06-24 16:44:46,7002,User logoff notification,54913,logoff
2025-06-24 21:02:58,7001,User logon notification,54935,logon
2025-06-24 22:45:10,1074,System shutdown/restart initiated,55082,logoff
2025-06-24 22:45:11,7002,User logoff notification,55107,logoff
2025-06-25 06:44:28,7001,User logon notification,55128,logon
2025-06-25 12:49:33,1074,System shutdown/restart initiated,55228,logoff
2025-06-25 12:49:35,7002,User logoff notification,55249,logoff
2025-06-25 16:06:07,7001,User logon notification,55271,logon
2025-06-25 22:40:36,1074,System shutdown/restart initiated,55372,logoff
2025-06-25 22:40:38,7002,User logoff notification,55393,logoff
2025-06-26 07:28:52,7001,User logon notification,55415,logon
2025-06-26 09:16:47,1074,System shutdown/restart initiated,55464,logoff
2025-06-26 09:16:48,7002,User logoff notification,55484,logoff
2025-06-26 11:38:12,7001,User logon notification,55503,logon
2025-06-26 17:39:40,1074,System shutdown/restart initiated,55604,logoff
2025-06-26 17:39:47,7002,User logoff notification,55631,logoff
2025-06-26 19:23:36,6005,System startup (Event Log service started),55644,logon
2025-06-26 19:46:24,7001,User logon notification,55813,logon
2025-06-26 20:21:21,1074,System shutdown/restart initiated,55858,logoff
2025-06-26 20:21:23,1074,System shutdown/restart initiated,55882,logoff
2025-06-26 20:21:23,7002,User logoff notification,55883,logoff
2025-06-26 20:44:56,7001,User logon notification,55904,logon
2025-06-26 22:29:31,1074,System shutdown/restart initiated,55990,logoff
2025-06-26 22:29:33,7002,User logoff notification,56010,logoff
2025-06-27 16:06:42,7001,User logon notification,56048,logon
2025-06-27 20:22:48,1074,System shutdown/restart initiated,56173,logoff
2025-06-27 20:22:50,7002,User logoff notification,56194,logoff
2025-06-27 21:58:24,7001,User logon notification,56222,logon
2025-06-28 00:05:00,7002,User logoff notification,56330,logoff
2025-06-28 00:05:58,6005,System startup (Event Log service started),56344,logon
2025-06-28 00:06:33,7001,User logon notification,56568,logon
2025-06-28 12:18:01,41,System rebooted without cleanly shutting down,56607,logoff
2025-06-28 12:18:12,6008,Unexpected shutdown (previous shutdown was unexpected),56582,logoff
2025-06-28 12:18:12,6005,System startup (Event Log service started),56584,logon
2025-06-28 12:18:24,7001,User logon notification,56736,logon
2025-06-28 14:33:43,1074,System shutdown/restart initiated,56803,logoff
2025-06-28 14:33:45,1074,System shutdown/restart initiated,56824,logoff
2025-06-28 14:33:45,7002,User logoff notification,56825,logoff
2025-06-28 18:55:28,7001,User logon notification,56845,logon
2025-06-28 23:29:13,1074,System shutdown/restart initiated,56984,logoff
2025-06-28 23:29:15,7002,User logoff notification,57005,logoff
2025-06-29 08:29:55,7001,User logon notification,57028,logon
2025-06-29 10:11:09,1074,System shutdown/restart initiated,57098,logoff
2025-06-29 10:11:10,7002,User logoff notification,57122,logoff
2025-06-29 18:11:39,7001,User logon notification,57146,logon
2025-06-29 21:16:15,1074,System shutdown/restart initiated,57190,logoff
2025-06-29 21:16:21,7002,User logoff notification,57213,logoff
2025-06-30 10:37:42,7001,User logon notification,57243,logon
2025-06-30 12:27:06,1074,System shutdown/restart initiated,57302,logoff
2025-06-30 12:27:08,7002,User logoff notification,57326,logoff
2025-06-30 12:59:15,7001,User logon notification,57348,logon
2025-06-30 13:02:23,1074,System shutdown/restart initiated,57387,logoff
2025-06-30 13:02:24,7002,User logoff notification,57407,logoff
2025-06-30 15:31:39,7001,User logon notification,57425,logon
2025-06-30 22:46:43,1074,System shutdown/restart initiated,57557,logoff
2025-06-30 22:46:45,7002,User logoff notification,57578,logoff
2025-07-01 09:10:48,7001,User logon notification,57608,logon
2025-07-01 10:49:59,1074,System shutdown/restart initiated,57678,logoff
2025-07-01 10:50:01,7002,User logoff notification,57698,logoff
2025-07-01 13:23:01,7001,User logon notification,57720,logon
2025-07-01 21:11:56,1074,System shutdown/restart initiated,57805,logoff
2025-07-01 21:11:58,7002,User logoff notification,57830,logoff
2025-07-01 22:05:29,6005,System startup (Event Log service started),57842,logon
2025-07-01 22:05:38,7001,User logon notification,58012,logon
2025-07-01 23:26:58,1074,System shutdown/restart initiated,58122,logoff
2025-07-01 23:27:00,7002,User logoff notification,58146,logoff
2025-07-02 07:13:17,7001,User logon notification,58166,logon
2025-07-02 17:29:33,1074,System shutdown/restart initiated,58299,logoff
2025-07-02 17:29:40,7002,User logoff notification,58325,logoff
2025-07-03 06:30:20,7001,User logon notification,58358,logon
2025-07-03 09:49:08,1074,System shutdown/restart initiated,58433,logoff
2025-07-03 09:49:10,7002,User logoff notification,58457,logoff
2025-07-03 10:36:58,7001,User logon notification,58479,logon
2025-07-03 15:55:52,1074,System shutdown/restart initiated,58555,logoff
2025-07-03 15:55:53,7002,User logoff notification,58575,logoff
2025-07-03 17:18:49,7001,User logon notification,58597,logon
2025-07-03 18:14:21,1074,System shutdown/restart initiated,58697,logoff
2025-07-03 18:14:23,7002,User logoff notification,58721,logoff
2025-07-03 19:58:42,7001,User logon notification,58740,logon
2025-07-03 22:57:38,1074,System shutdown/restart initiated,58808,logoff
2025-07-03 22:57:39,7002,User logoff notification,58832,logoff
2025-07-04 06:31:48,7001,User logon notification,58860,logon
2025-07-04 15:43:36,1074,System shutdown/restart initiated,58968,logoff
2025-07-04 15:43:38,7002,User logoff notification,58992,logoff
2025-07-04 20:33:17,7001,User logon notification,59013,logon
2025-07-04 22:47:15,1074,System shutdown/restart initiated,59111,logoff
2025-07-04 22:47:17,7002,User logoff notification,59132,logoff
2025-07-05 07:12:27,7001,User logon notification,59152,logon
2025-07-05 23:36:12,1074,System shutdown/restart initiated,59273,logoff
2025-07-05 23:36:14,7002,User logoff notification,59300,logoff
2025-07-06 08:42:56,7001,User logon notification,59343,logon
2025-07-06 10:13:44,1074,System shutdown/restart initiated,59419,logoff
2025-07-06 10:13:46,7002,User logoff notification,59439,logoff
2025-07-06 13:38:17,7001,User logon notification,59468,logon
2025-07-06 15:59:15,1074,System shutdown/restart initiated,59535,logoff
2025-07-06 15:59:17,7002,User logoff notification,59555,logoff
2025-07-07 07:20:33,7001,User logon notification,59585,logon
2025-07-07 07:33:27,1074,System shutdown/restart initiated,59651,logoff
2025-07-07 07:33:28,7002,User logoff notification,59676,logoff
2025-07-07 07:33:57,6005,System startup (Event Log service started),59691,logon
2025-07-07 07:34:10,7001,User logon notification,59884,logon
2025-07-07 17:29:37,1074,System shutdown/restart initiated,60017,logoff
